"","datetime","sensor_name","sensor_state","anomaly"
"49",1970-01-03 10:01:31,"toilet","ON",0
"50",1970-01-03 10:52:50,"toilet","OFF",0
"51",1970-01-03 10:53:00,"pc","ON",0
"52",1970-01-03 13:02:56,"social","ON",0
"53",1970-01-03 13:42:09,"social","OFF",0
"54",1970-01-03 13:42:19,"toilet","ON",0
"55",1970-01-03 13:55:09,"toilet","OFF",0
"56",1970-01-03 13:55:19,"pc","OFF",0
"57",1970-01-03 13:55:29,"toilet","ON",0
"58",1970-01-03 14:03:37,"toilet","OFF",0
"59",1970-01-03 14:03:47,"tv","ON",0
"60",1970-01-03 16:53:00,"bed","ON",0
"61",1970-01-03 17:13:13,"bed","OFF",0
"62",1970-01-03 17:13:23,"pc","ON",0
"63",1970-01-03 17:18:06,"tv","OFF",0
"64",1970-01-03 17:18:16,"social","ON",0
"65",1970-01-03 18:53:10,"social","OFF",0
"66",1970-01-03 18:53:20,"pc","OFF",0
"67",1970-01-03 18:53:30,"toilet","ON",0
"68",1970-01-03 19:02:17,"toilet","OFF",0
"69",1970-01-03 19:02:27,"bed","ON",0
"70",1970-01-03 19:18:30,"sleep","ON",0
"71",1970-01-04 01:21:40,"sleep","OFF",0
"72",1970-01-04 01:23:50,"bed","OFF",0
"73",1970-01-04 01:24:00,"toilet","ON",0
"74",1970-01-04 01:34:48,"toilet","OFF",0
"75",1970-01-04 01:34:58,"bed","ON",0
"76",1970-01-04 01:56:55,"sleep","ON",0
"77",1970-01-04 05:35:55,"sleep","OFF",0
"78",1970-01-04 05:39:13,"bed","OFF",0
"79",1970-01-04 05:39:23,"toilet","ON",0
"80",1970-01-04 05:49:30,"toilet","OFF",0
"81",1970-01-04 05:49:40,"bed","ON",0
"82",1970-01-04 06:09:54,"sleep","ON",0
"83",1970-01-04 15:15:29,"sleep","OFF",0
"84",1970-01-04 15:18:52,"bed","OFF",0
"85",1970-01-04 15:19:02,"toilet","ON",0
"86",1970-01-04 15:25:38,"toilet","OFF",0
"87",1970-01-04 15:25:48,"bed","ON",0
"88",1970-01-04 15:45:56,"bed","OFF",0
"89",1970-01-04 15:46:06,"pc","ON",0
"90",1970-01-04 17:04:50,"social","ON",0
"91",1970-01-04 21:48:10,"social","OFF",0
"92",1970-01-04 21:48:20,"pc","OFF",0
"93",1970-01-04 21:48:30,"bed","ON",0
"94",1970-01-04 22:01:47,"sleep","ON",0
"95",1970-01-05 05:03:49,"sleep","OFF",0
"96",1970-01-05 05:08:21,"bed","OFF",0
"97",1970-01-05 05:08:31,"toilet","ON",0
"98",1970-01-05 05:18:55,"toilet","OFF",0
"99",1970-01-05 05:19:05,"bed","ON",0
"100",1970-01-05 05:30:49,"sleep","ON",0
"101",1970-01-05 10:43:40,"sleep","OFF",0
"102",1970-01-05 10:49:38,"bed","OFF",0
"103",1970-01-05 10:49:48,"toilet","ON",0
"104",1970-01-05 11:26:24,"toilet","OFF",0
"105",1970-01-05 11:26:34,"tv","ON",0
"106",1970-01-05 11:40:42,"social","ON",0
"107",1970-01-05 12:45:28,"social","OFF",0
"108",1970-01-05 12:45:38,"bed","ON",0
"109",1970-01-05 13:19:38,"bed","OFF",0
"110",1970-01-05 13:19:48,"pc","ON",0
"111",1970-01-05 15:17:30,"tv","OFF",0
"112",1970-01-05 15:17:40,"toilet","ON",0
"113",1970-01-05 15:32:37,"toilet","OFF",0
"114",1970-01-05 15:32:47,"tv","ON",0
"115",1970-01-05 17:52:54,"pc","OFF",0
"116",1970-01-05 17:53:04,"toilet","ON",0
"117",1970-01-05 18:01:29,"toilet","OFF",0
"118",1970-01-05 18:01:39,"tv","OFF",0
"119",1970-01-05 18:01:49,"bed","ON",0
"120",1970-01-05 18:36:41,"bed","OFF",0
"121",1970-01-05 18:36:51,"toilet","ON",0
"122",1970-01-05 19:07:16,"toilet","OFF",0
"123",1970-01-05 19:07:26,"bed","ON",0
"124",1970-01-05 19:20:55,"sleep","ON",0
"125",1970-01-06 04:23:42,"sleep","OFF",0
"126",1970-01-06 04:28:38,"bed","OFF",0
"127",1970-01-06 04:28:48,"toilet","ON",0
"128",1970-01-06 04:37:47,"toilet","OFF",0
"129",1970-01-06 04:37:57,"bed","ON",0
"130",1970-01-06 04:54:48,"sleep","ON",0
"131",1970-01-06 13:33:08,"sleep","OFF",0
"132",1970-01-06 13:36:58,"bed","OFF",0
"133",1970-01-06 13:37:08,"toilet","ON",0
"134",1970-01-06 13:46:17,"toilet","OFF",0
"135",1970-01-06 13:46:27,"social","ON",0
"136",1970-01-06 14:29:06,"social","OFF",0
"137",1970-01-06 14:29:16,"toilet","ON",0
"138",1970-01-06 14:41:54,"toilet","OFF",0
"139",1970-01-06 14:42:04,"bed","ON",0
"140",1970-01-06 15:10:41,"bed","OFF",0
"141",1970-01-06 15:10:51,"pc","ON",0
"142",1970-01-06 16:05:36,"tv","ON",0
"143",1970-01-06 16:32:40,"pc","OFF",0
"144",1970-01-06 16:32:50,"social","ON",0
"145",1970-01-06 18:32:03,"social","OFF",0
"146",1970-01-06 18:32:13,"tv","OFF",0
"147",1970-01-06 18:32:23,"toilet","ON",0
"148",1970-01-06 18:52:37,"toilet","OFF",0
"149",1970-01-06 18:52:47,"bed","ON",0
"150",1970-01-06 19:16:22,"sleep","ON",0
"151",1970-01-07 02:22:06,"sleep","OFF",0
"152",1970-01-07 02:25:31,"bed","OFF",0
"153",1970-01-07 02:25:41,"toilet","ON",0
"154",1970-01-07 02:35:50,"toilet","OFF",0
"155",1970-01-07 02:36:00,"bed","ON",0
"156",1970-01-07 02:59:07,"sleep","ON",0
"157",1970-01-07 10:35:52,"sleep","OFF",0
"158",1970-01-07 10:41:34,"bed","OFF",0
"159",1970-01-07 10:41:44,"toilet","ON",0
"160",1970-01-07 11:20:44,"toilet","OFF",0
"161",1970-01-07 11:20:54,"bed","ON",0
"162",1970-01-07 11:57:48,"bed","OFF",0
"163",1970-01-07 11:57:58,"tv","ON",0
"164",1970-01-07 15:54:14,"toilet","ON",0
"165",1970-01-07 16:02:26,"toilet","OFF",0
"166",1970-01-07 16:02:36,"tv","OFF",0
"167",1970-01-07 16:02:46,"social","ON",0
"168",1970-01-07 19:22:32,"social","OFF",0
"169",1970-01-07 19:22:42,"bed","ON",0
"170",1970-01-07 19:50:52,"bed","OFF",0
"171",1970-01-07 19:51:02,"toilet","ON",0
"172",1970-01-07 20:11:59,"toilet","OFF",0
"173",1970-01-07 20:12:09,"bed","ON",0
"174",1970-01-07 20:17:20,"sleep","ON",0
"175",1970-01-08 06:15:45,"sleep","OFF",0
"176",1970-01-08 06:19:18,"bed","OFF",0
"177",1970-01-08 06:19:28,"toilet","ON",0
"178",1970-01-08 06:54:47,"toilet","OFF",0
"179",1970-01-08 06:54:57,"pc","ON",0
"180",1970-01-08 09:47:52,"pc","OFF",0
"181",1970-01-08 09:47:52,"tv","ON",0
"182",1970-01-08 12:17:42,"tv","OFF",0
"183",1970-01-08 12:17:42,"social","ON",0
"184",1970-01-08 14:45:58,"social","OFF",0
"185",1970-01-08 14:46:08,"tv","ON",0
"186",1970-01-08 17:27:00,"social","ON",0
"187",1970-01-08 22:34:57,"social","OFF",0
"188",1970-01-08 22:35:07,"tv","OFF",0
"189",1970-01-08 22:35:17,"bed","ON",0
"190",1970-01-08 22:44:33,"sleep","ON",0
"191",1970-01-09 05:39:24,"sleep","OFF",0
"192",1970-01-09 05:46:32,"bed","OFF",0
"193",1970-01-09 05:46:42,"toilet","ON",0
"194",1970-01-09 05:57:43,"toilet","OFF",0
"195",1970-01-09 05:57:53,"bed","ON",0
"196",1970-01-09 06:14:50,"sleep","ON",0
"197",1970-01-09 14:12:18,"sleep","OFF",0
"198",1970-01-09 14:15:50,"bed","OFF",0
"199",1970-01-09 14:16:00,"social","ON",0
"200",1970-01-09 17:37:34,"social","OFF",0
"201",1970-01-09 17:37:44,"bed","ON",0
"202",1970-01-09 17:59:12,"sleep","ON",0
"203",1970-01-10 00:47:43,"sleep","OFF",0
"204",1970-01-10 00:51:30,"bed","OFF",0
"205",1970-01-10 00:51:40,"toilet","ON",0
"206",1970-01-10 01:00:41,"toilet","OFF",0
"207",1970-01-10 01:00:51,"bed","ON",0
"208",1970-01-10 01:19:48,"sleep","ON",0
"209",1970-01-10 06:46:48,"sleep","OFF",0
"210",1970-01-10 06:55:03,"bed","OFF",0
"211",1970-01-10 06:55:13,"toilet","ON",0
"212",1970-01-10 07:29:20,"toilet","OFF",0
"213",1970-01-10 07:29:30,"social","ON",0
"214",1970-01-10 10:36:40,"social","OFF",0
"215",1970-01-10 10:36:50,"tv","ON",0
"216",1970-01-10 10:52:40,"social","ON",0
"217",1970-01-10 14:29:11,"social","OFF",0
"218",1970-01-10 14:29:21,"tv","OFF",0
"219",1970-01-10 14:29:31,"pc","ON",0
"220",1970-01-10 15:04:42,"pc","OFF",0
"221",1970-01-10 15:04:42,"toilet","ON",0
"222",1970-01-10 15:14:44,"toilet","OFF",0
"223",1970-01-10 15:14:54,"tv","ON",0
"224",1970-01-10 15:30:42,"toilet","ON",0
"225",1970-01-10 15:40:57,"toilet","OFF",0
"226",1970-01-10 15:41:07,"social","ON",0
"227",1970-01-10 17:46:39,"social","OFF",0
"228",1970-01-10 17:46:49,"tv","OFF",0
"229",1970-01-10 17:46:59,"social","ON",0
"230",1970-01-10 20:07:41,"social","OFF",0
"231",1970-01-10 20:07:51,"bed","ON",0
"232",1970-01-10 20:25:00,"sleep","ON",0
"233",1970-01-11 04:06:34,"sleep","OFF",0
"234",1970-01-11 04:13:44,"bed","OFF",0
"235",1970-01-11 04:13:54,"toilet","ON",0
"236",1970-01-11 04:25:29,"toilet","OFF",0
"237",1970-01-11 04:25:39,"bed","ON",0
"238",1970-01-11 04:32:42,"sleep","ON",0
"239",1970-01-11 11:44:38,"sleep","OFF",0
"240",1970-01-11 11:48:56,"bed","OFF",0
"241",1970-01-11 11:49:06,"pc","ON",0
"242",1970-01-11 12:25:07,"tv","ON",0
"243",1970-01-11 13:44:07,"pc","OFF",0
"244",1970-01-11 13:44:17,"social","ON",0
"245",1970-01-11 16:20:44,"social","OFF",0
"246",1970-01-11 16:20:54,"tv","OFF",0
"247",1970-01-11 16:21:04,"toilet","ON",0
"248",1970-01-11 16:30:29,"toilet","OFF",0
"249",1970-01-11 16:30:39,"social","ON",0
"250",1970-01-11 20:03:37,"social","OFF",0
"251",1970-01-11 20:03:47,"bed","ON",0
"252",1970-01-11 20:14:42,"sleep","ON",0
"253",1970-01-12 05:32:41,"sleep","OFF",0
"254",1970-01-12 05:38:31,"bed","OFF",0
"255",1970-01-12 05:38:41,"toilet","ON",0
"256",1970-01-12 05:45:06,"toilet","OFF",0
"257",1970-01-12 05:45:16,"bed","ON",0
"258",1970-01-12 06:01:52,"sleep","ON",0
"259",1970-01-12 10:13:07,"sleep","OFF",0
"260",1970-01-12 10:18:17,"bed","OFF",0
"261",1970-01-12 10:18:27,"toilet","ON",0
"262",1970-01-12 11:00:10,"toilet","OFF",0
"263",1970-01-12 11:00:20,"pc","ON",0
"264",1970-01-12 13:26:06,"pc","OFF",0
"265",1970-01-12 13:26:06,"toilet","ON",0
"266",1970-01-12 13:32:12,"toilet","OFF",0
"267",1970-01-12 13:32:22,"tv","ON",0
"268",1970-01-12 14:15:05,"toilet","ON",0
"269",1970-01-12 14:24:45,"toilet","OFF",0
"270",1970-01-12 14:24:55,"bed","ON",0
"271",1970-01-12 14:53:40,"bed","OFF",0
"272",1970-01-12 14:53:50,"pc","ON",0
"273",1970-01-12 16:34:39,"tv","OFF",0
"274",1970-01-12 16:34:49,"bed","ON",0
"275",1970-01-12 17:07:33,"bed","OFF",0
"276",1970-01-12 17:07:43,"social","ON",0
"277",1970-01-12 19:41:34,"social","OFF",0
"278",1970-01-12 19:41:44,"pc","OFF",0
"279",1970-01-12 19:41:54,"bed","ON",0
"280",1970-01-12 20:02:20,"sleep","ON",0
"281",1970-01-13 03:48:05,"sleep","OFF",0
"282",1970-01-13 03:53:01,"bed","OFF",0
"283",1970-01-13 03:53:11,"toilet","ON",0
"284",1970-01-13 04:04:44,"toilet","OFF",0
"285",1970-01-13 04:04:54,"bed","ON",0
"286",1970-01-13 04:18:34,"sleep","ON",0
"287",1970-01-13 09:57:47,"sleep","OFF",0
"288",1970-01-13 10:03:54,"bed","OFF",0
"289",1970-01-13 10:04:04,"toilet","ON",0
"290",1970-01-13 10:42:32,"toilet","OFF",0
"291",1970-01-13 10:42:42,"pc","ON",0
"292",1970-01-13 12:50:53,"pc","OFF",0
"293",1970-01-13 12:50:53,"tv","ON",0
"294",1970-01-13 14:20:17,"toilet","ON",0
"295",1970-01-13 14:28:57,"toilet","OFF",0
"296",1970-01-13 14:29:07,"bed","ON",0
"297",1970-01-13 15:06:33,"bed","OFF",0
"298",1970-01-13 15:06:43,"pc","ON",0
"299",1970-01-13 15:44:36,"tv","OFF",0
"300",1970-01-13 15:44:46,"toilet","ON",0
"301",1970-01-13 15:53:55,"toilet","OFF",0
"302",1970-01-13 15:54:05,"social","ON",0
"303",1970-01-13 17:00:24,"social","OFF",0
"304",1970-01-13 17:00:34,"pc","OFF",0
"305",1970-01-13 17:00:44,"tv","ON",0
"306",1970-01-13 20:03:43,"tv","OFF",0
"307",1970-01-13 20:03:43,"bed","ON",0
"308",1970-01-13 20:14:26,"sleep","ON",0
"309",1970-01-14 01:30:46,"sleep","OFF",0
"310",1970-01-14 01:37:04,"bed","OFF",0
"311",1970-01-14 01:37:14,"toilet","ON",0
"312",1970-01-14 01:51:59,"toilet","OFF",0
"313",1970-01-14 01:52:09,"bed","ON",0
"314",1970-01-14 02:00:33,"sleep","ON",0
"315",1970-01-14 07:01:20,"sleep","OFF",0
"316",1970-01-14 07:05:39,"bed","OFF",0
"317",1970-01-14 07:05:49,"toilet","ON",0
"318",1970-01-14 07:15:39,"toilet","OFF",0
"319",1970-01-14 07:15:49,"social","ON",0
"320",1970-01-14 10:05:05,"social","OFF",0
"321",1970-01-14 10:05:15,"toilet","ON",0
"322",1970-01-14 10:12:46,"toilet","OFF",0
"323",1970-01-14 10:12:56,"tv","ON",0
"324",1970-01-14 13:24:32,"tv","OFF",0
"325",1970-01-14 13:24:32,"social","ON",0
"326",1970-01-14 16:56:53,"social","OFF",0
"327",1970-01-14 16:57:03,"tv","ON",0
"328",1970-01-14 19:17:52,"tv","OFF",0
"329",1970-01-14 19:17:52,"toilet","ON",0
"330",1970-01-14 19:54:19,"toilet","OFF",0
"331",1970-01-14 19:54:29,"tv","ON",0
"332",1970-01-14 22:09:04,"tv","OFF",0
"333",1970-01-14 22:09:04,"toilet","ON",0
"334",1970-01-14 22:19:09,"toilet","OFF",0
"335",1970-01-14 22:19:19,"bed","ON",0
"336",1970-01-14 22:27:14,"sleep","ON",0
"337",1970-01-15 07:17:10,"sleep","OFF",0
"338",1970-01-15 07:20:29,"bed","OFF",0
"339",1970-01-15 07:20:39,"toilet","ON",0
"340",1970-01-15 07:58:16,"toilet","OFF",0
"341",1970-01-15 07:58:26,"tv","ON",0
"342",1970-01-15 11:43:46,"tv","OFF",0
"343",1970-01-15 11:43:46,"pc","ON",0
"344",1970-01-15 11:53:44,"tv","ON",0
"345",1970-01-15 19:28:40,"pc","OFF",0
"346",1970-01-15 19:28:50,"bed","ON",0
"347",1970-01-15 19:37:25,"sleep","ON",0
"348",1970-01-16 00:59:35,"sleep","OFF",0
"349",1970-01-16 01:04:39,"bed","OFF",0
"350",1970-01-16 01:04:49,"tv","OFF",0
"351",1970-01-16 01:04:59,"bed","ON",0
"352",1970-01-16 01:25:31,"sleep","ON",0
"353",1970-01-16 07:26:33,"sleep","OFF",0
"354",1970-01-16 07:32:45,"bed","OFF",0
"355",1970-01-16 07:32:55,"toilet","ON",0
"356",1970-01-16 07:41:51,"toilet","OFF",0
"357",1970-01-16 07:42:01,"tv","ON",0
"358",1970-01-16 08:39:41,"social","ON",0
"359",1970-01-16 11:02:37,"social","OFF",0
"360",1970-01-16 11:02:47,"tv","OFF",0
"361",1970-01-16 11:02:57,"social","ON",0
"362",1970-01-16 14:48:55,"social","OFF",0
"363",1970-01-16 14:49:05,"tv","ON",0
"364",1970-01-16 14:57:45,"toilet","ON",0
"365",1970-01-16 15:10:50,"toilet","OFF",0
"366",1970-01-16 15:11:00,"social","ON",0
"367",1970-01-16 17:21:49,"social","OFF",0
"368",1970-01-16 17:21:59,"tv","OFF",0
"369",1970-01-16 17:22:09,"pc","ON",0
"370",1970-01-16 18:30:42,"bed","ON",0
"371",1970-01-16 18:42:25,"sleep","ON",0
"372",1970-01-17 00:23:53,"sleep","OFF",0
"373",1970-01-17 00:26:35,"bed","OFF",0
"374",1970-01-17 00:26:45,"pc","OFF",0
"375",1970-01-17 00:26:55,"bed","ON",0
"376",1970-01-17 00:42:28,"sleep","ON",0
"377",1970-01-17 08:04:42,"sleep","OFF",0
"378",1970-01-17 08:08:15,"bed","OFF",0
"379",1970-01-17 08:08:25,"toilet","ON",0
"380",1970-01-17 08:43:05,"toilet","OFF",0
"381",1970-01-17 08:43:15,"bed","ON",0
"382",1970-01-17 09:06:49,"bed","OFF",0
"383",1970-01-17 09:06:59,"social","ON",0
"384",1970-01-17 13:36:07,"social","OFF",0
"385",1970-01-17 13:36:17,"tv","ON",0
"386",1970-01-17 13:39:03,"pc","ON",0
"387",1970-01-17 13:48:02,"tv","OFF",0
"388",1970-01-17 13:48:12,"bed","ON",0
"389",1970-01-17 14:26:03,"bed","OFF",0
"390",1970-01-17 14:26:13,"tv","ON",0
"391",1970-01-17 15:40:59,"pc","OFF",0
"392",1970-01-17 15:41:09,"bed","ON",0
"393",1970-01-17 16:07:29,"bed","OFF",0
"394",1970-01-17 16:07:39,"pc","ON",0
"395",1970-01-17 16:21:34,"social","ON",0
"396",1970-01-17 17:59:04,"social","OFF",0
"397",1970-01-17 17:59:14,"tv","OFF",0
"398",1970-01-17 17:59:24,"pc","OFF",0
"399",1970-01-17 17:59:34,"toilet","ON",0
"400",1970-01-17 18:11:42,"toilet","OFF",0
"401",1970-01-17 18:11:52,"bed","ON",0
"402",1970-01-17 18:29:36,"sleep","ON",0
"403",1970-01-17 22:58:00,"sleep","OFF",0
"404",1970-01-17 23:03:52,"bed","OFF",0
"405",1970-01-17 23:04:02,"toilet","ON",0
"406",1970-01-17 23:14:58,"toilet","OFF",0
"407",1970-01-17 23:15:08,"bed","ON",0
"408",1970-01-17 23:34:29,"sleep","ON",0
"409",1970-01-18 08:33:33,"sleep","OFF",0
"410",1970-01-18 08:39:18,"bed","OFF",0
"411",1970-01-18 08:39:28,"toilet","ON",0
"412",1970-01-18 08:47:46,"toilet","OFF",0
"413",1970-01-18 08:47:56,"social","ON",0
"414",1970-01-18 11:34:56,"social","OFF",0
"415",1970-01-18 11:35:06,"tv","ON",0
"416",1970-01-18 11:36:08,"social","ON",0
"417",1970-01-18 14:43:35,"social","OFF",0
"418",1970-01-18 14:43:45,"tv","OFF",0
"419",1970-01-18 14:43:55,"pc","ON",0
"420",1970-01-18 15:22:27,"tv","ON",0
"421",1970-01-18 17:32:20,"pc","OFF",0
"422",1970-01-18 17:32:30,"bed","ON",0
"423",1970-01-18 17:49:49,"sleep","ON",0
"424",1970-01-18 23:53:12,"sleep","OFF",0
"425",1970-01-18 23:57:53,"bed","OFF",0
"426",1970-01-18 23:58:03,"tv","OFF",0
"427",1970-01-18 23:58:13,"bed","ON",0
"428",1970-01-19 00:06:18,"sleep","ON",0
"429",1970-01-19 08:42:29,"sleep","OFF",0
"430",1970-01-19 08:48:00,"bed","OFF",0
"431",1970-01-19 08:48:10,"toilet","ON",0
"432",1970-01-19 09:29:57,"toilet","OFF",0
"433",1970-01-19 09:30:07,"tv","ON",0
"434",1970-01-19 09:51:16,"pc","ON",0
"435",1970-01-19 12:37:07,"pc","OFF",0
"436",1970-01-19 12:37:07,"toilet","ON",0
"437",1970-01-19 12:46:42,"toilet","OFF",0
"438",1970-01-19 12:46:52,"pc","ON",0
"439",1970-01-19 13:09:56,"tv","OFF",0
"440",1970-01-19 13:10:06,"toilet","ON",0
"441",1970-01-19 13:20:07,"toilet","OFF",0
"442",1970-01-19 13:20:17,"tv","ON",0
"443",1970-01-19 14:09:19,"pc","OFF",0
"444",1970-01-19 14:09:29,"bed","ON",0
"445",1970-01-19 14:35:01,"bed","OFF",0
"446",1970-01-19 14:35:11,"social","ON",0
"447",1970-01-19 16:26:09,"social","OFF",0
"448",1970-01-19 16:26:19,"toilet","ON",0
"449",1970-01-19 16:38:03,"toilet","OFF",0
"450",1970-01-19 16:38:13,"bed","ON",0
"451",1970-01-19 17:12:14,"bed","OFF",0
"452",1970-01-19 17:12:24,"tv","OFF",0
"453",1970-01-19 17:12:34,"social","ON",0
"454",1970-01-19 19:31:41,"social","OFF",0
"455",1970-01-19 19:31:51,"bed","ON",0
"456",1970-01-19 19:46:15,"sleep","ON",0
"457",1970-01-20 02:54:10,"sleep","OFF",0
"458",1970-01-20 02:55:59,"bed","OFF",0
"459",1970-01-20 02:56:09,"toilet","ON",0
"460",1970-01-20 03:06:06,"toilet","OFF",0
"461",1970-01-20 03:06:16,"bed","ON",0
"462",1970-01-20 03:14:44,"sleep","ON",0
"463",1970-01-20 07:42:53,"sleep","OFF",0
"464",1970-01-20 07:47:38,"bed","OFF",0
"465",1970-01-20 07:47:48,"toilet","ON",0
"466",1970-01-20 08:21:35,"toilet","OFF",0
"467",1970-01-20 08:21:45,"bed","ON",0
"468",1970-01-20 08:56:33,"bed","OFF",0
"469",1970-01-20 08:56:43,"social","ON",0
"470",1970-01-20 11:02:36,"social","OFF",0
"471",1970-01-20 11:02:46,"toilet","ON",0
"472",1970-01-20 11:14:55,"toilet","OFF",0
"473",1970-01-20 11:15:05,"social","ON",0
"474",1970-01-20 11:44:06,"social","OFF",0
"475",1970-01-20 11:44:16,"toilet","ON",0
"476",1970-01-20 12:23:10,"toilet","OFF",0
"477",1970-01-20 12:23:20,"social","ON",0
"478",1970-01-20 16:13:16,"social","OFF",0
"479",1970-01-20 16:13:26,"pc","ON",0
"480",1970-01-20 17:10:52,"tv","ON",0
"481",1970-01-20 17:37:34,"pc","OFF",0
"482",1970-01-20 17:37:44,"bed","ON",0
"483",1970-01-20 17:59:51,"sleep","ON",0
"484",1970-01-21 01:25:31,"sleep","OFF",0
"485",1970-01-21 01:31:35,"bed","OFF",0
"486",1970-01-21 01:31:45,"tv","OFF",0
"487",1970-01-21 01:31:55,"bed","ON",0
"488",1970-01-21 01:46:10,"sleep","ON",0
"489",1970-01-21 07:20:33,"sleep","OFF",0
"490",1970-01-21 07:24:01,"bed","OFF",0
"491",1970-01-21 07:24:11,"toilet","ON",0
"492",1970-01-21 07:33:50,"toilet","OFF",0
"493",1970-01-21 07:34:00,"tv","ON",0
"494",1970-01-21 08:55:36,"pc","ON",0
"495",1970-01-21 09:10:56,"social","ON",0
"496",1970-01-21 10:21:43,"social","OFF",0
"497",1970-01-21 10:21:53,"pc","OFF",0
"498",1970-01-21 10:22:03,"social","ON",0
"499",1970-01-21 12:16:45,"social","OFF",0
"500",1970-01-21 12:16:55,"tv","OFF",0
"501",1970-01-21 12:17:05,"social","ON",0
"502",1970-01-21 14:41:06,"social","OFF",0
"503",1970-01-21 14:41:16,"pc","ON",0
"504",1970-01-21 15:28:34,"social","ON",0
"505",1970-01-21 17:37:55,"social","OFF",0
"506",1970-01-21 17:38:05,"pc","OFF",0
"507",1970-01-21 17:38:15,"social","ON",0
"508",1970-01-21 21:01:03,"social","OFF",0
"509",1970-01-21 21:01:13,"bed","ON",0
"510",1970-01-21 21:21:00,"sleep","ON",0
"511",1970-01-22 01:18:53,"sleep","OFF",0
"512",1970-01-22 01:24:31,"bed","OFF",0
"513",1970-01-22 01:24:41,"toilet","ON",0
"514",1970-01-22 01:38:37,"toilet","OFF",0
"515",1970-01-22 01:38:47,"bed","ON",0
"516",1970-01-22 01:53:45,"sleep","ON",0
"517",1970-01-22 05:39:06,"sleep","OFF",0
"518",1970-01-22 05:44:57,"bed","OFF",0
"519",1970-01-22 05:45:07,"toilet","ON",0
"520",1970-01-22 05:54:08,"toilet","OFF",0
"521",1970-01-22 05:54:18,"bed","ON",0
"522",1970-01-22 06:12:02,"sleep","ON",0
"523",1970-01-22 15:13:56,"sleep","OFF",0
"524",1970-01-22 15:21:05,"bed","OFF",0
"525",1970-01-22 15:21:15,"toilet","ON",0
"526",1970-01-22 15:30:36,"toilet","OFF",0
"527",1970-01-22 15:30:46,"pc","ON",0
"528",1970-01-22 18:45:40,"toilet","ON",0
"529",1970-01-22 18:54:19,"toilet","OFF",0
"530",1970-01-22 18:54:29,"bed","ON",0
"531",1970-01-22 19:20:14,"bed","OFF",0
"532",1970-01-22 19:20:24,"pc","OFF",0
"533",1970-01-22 19:20:34,"bed","ON",0
"534",1970-01-22 19:49:41,"bed","OFF",0
"535",1970-01-22 19:49:51,"toilet","ON",0
"536",1970-01-22 20:13:56,"toilet","OFF",0
"537",1970-01-22 20:14:06,"pc","ON",0
"538",1970-01-22 21:53:44,"pc","OFF",0
"539",1970-01-22 21:53:44,"toilet","ON",0
"540",1970-01-22 22:24:28,"toilet","OFF",0
"541",1970-01-22 22:24:38,"bed","ON",0
